"","OTU","Sample","Abundance","sample_number","alt_sample_name","sample_name","date","ncbi_name_16s","ncbi_name_18s","bio_rep","fi_best","location","sample_type","latitude","longitude","elevation_m","ysi_temp","ysi_mmhg","ysi_do_percent","ysi_do","ysi_spc","ysi_conductivity","ysi_tds","ysi_ph","ysi_orp","alkalinity_caco3","anions","bicarbonate_hco3","bromide","calcium","carbonate_co3_alkalinity","cations","chloride","fluoride","hardness","iron","magnesium","nitrate_no3","nitrite_no2","orthophosphate","percent_difference","ph","potassium","silicon","sio2","sodium","spc","strontium","sulfate","tds","d2h","d2h_unc","d18o","d18o_unc","notes","dist_from_summit","aspect","bio_data","d13c..of.DIC.","quadrant","region","order","chemistry","geo_symbol","geo1","geo2","geo3","geo4","geo5","unit_notes","primary_source","Kingdom","Phylum","Class","Order"
"1244","Vicinamibacterales","MtH25_D12_S290",0,64,"Meadows Spring","JM-Meadows1","9/16/19","MtH25_D12_S290","MtH25_E10",0,0.53,"Mount Hood","Spring",45.33607449,-121.6711186,1699.26,6.3,616.4,93,9.3,363.1,233.6,NA,7.63,186.6,90,3.69,110,0.058,24.9,NA,3.54,43.4,NA,119,NA,13.7,NA,NA,NA,-2.09,7.8,3.61,23.4,50,24.8,364,0.167,31.1,247,-93.21,0.34,-13.029,0.144,"Hiked up from Meadows Ski Area. Several streams drain into the meadow's catchment. Followed one up a to the left. Spring is emerging from base of rock. The flow is strong. Seems to be flowing uer soil/root coverage. Caelum sawa a rodent from a nearby hole. Caddisfly was also spotted.",4603.8,"",1,-5.4,"SE","Warm Springs",64,1,"Qha","Andesite and dacite lava","Late High Cascade Volcanics","Mt. Hood Volcano","Quaternary","andesite","","Precipitation","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales"
"1245","Vicinamibacterales","JM1736_Funky_Spring",0,5,"Funky Spring","Gould Spring","8/9/17","JM1736_Funky_Spring","",0,0.54,"Glacier National Park","Spring",48.73812618,-113.7269936,2151.58,2.5,602.4,79.5,10.83,106.2,60.6,68.9,7.81,138,58,1.19,70,0.008,17.4,0,1.1,0.063,0.008,NA,NA,2.66,0.404,0.011,0.03,-4.12,7.6,0.07,0.79,1.7,0.19,108,0.01,1.24,59,-126.6,0.41,-16.77,0.41,"Hiked over from drainage at weeping wall all the way up to highline trail. Wlked north on the trail a fou a spring on this massive, blocky chunk on the backside of the mountain holding grinnell glacier. Seems to be a lot of loose rok a colluvium. It flattens out on top. Emergence is from uer a big rock but none of these rocks seem in place. Flowers surrouing emergence a a fair amount of insects/grass hoppers/ flies, etc. The rock here seems very metamorphized compared to rock in place earlier on trail. Weird.",NA,"",1,-6.7,"","Haystack Butte Region",93,1,"Yh","Helena Formation","Belt Supergroup","Middle Proterozoic","Middle Proterozoic","Middle Proterozoic","thickness ranges from 750 m in most of park to a maximum of about 1,030 m in southwestern part; generally subdivisible into three parts at most exposures in park","Precipitation","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales"
"1246","Vicinamibacterales","JM1778_Paradise_Park_Spring",0,36,"Paradise Park Spring 3","Paradise Park Spring","7/29/17","JM1778_Paradise_Park_Spring","JM1778_Paradise_Park_Spring",3,0.3,"Mount Hood","Spring",45.34165555,-121.738599,1582.22,2.8,643,84.5,11.42,19.4,11.2,12.35,6.46,206.8,10,0.25,12,0.012,1.11,0,0.17,0.397,0.128,NA,NA,0.27,0.013,0.012,0.056,-17.32,6.6,0.41,11.3,24.2,1.98,19,0.006,1.15,36,-88.3,0,-12.3,0.45,"This spring is within a small valley on the eastern side of zigzag canyon. At first it appeared that a nearby snowpackk was the driving factor providing flow, but when we went down we saw it is definitely a large spring. It emerges from beneath a tree a a rock with a huge amount of flow. Up valley is dry with no snow pack. The vegetation is sparse here. mall shrubs. No flowers here. ",4872.9,"S",1,NA,"SW","Zigzag Region",36,1,"Qhpc","Pyroclastic flow and debris-flow deposits","Late High Cascade Volcanics","Mt. Hood Volcano","Quaternary","intermediate composition lithologies","","Precipitation","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales"
"1247","Vicinamibacterales","MtH26_E01_S292",0,66,"The Real Buzzard Fountain","The Real Buzzard Fountain","9/17/19","MtH26_E01_S292","MtH26_E11",0,0.46,"Mount Hood","Spring",45.27652084,-121.6929596,1280.16,4.3,650.2,82.2,9.09,39.7,24,NA,7.02,306.7,23,0.5,28,NA,3.3,NA,0.4,NA,NA,12,NA,0.914,NA,NA,NA,-11.58,7,1.57,17.7,37.9,2.73,39,0.037,NA,62,-83.66,0.93,-11.9,0.09,"Spring appears the same. Returned here to sample bio, chemistry, a tritium.",10791.8,"",1,NA,"SE","Outlier",66,1,"Trbg","Rocks of Barlow Ridge and Gunsight Butte","Early High Cascade Volcanics","No data","Miocene","mixed lithologies","","Precipitation","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales"
"1248","Vicinamibacterales","JM1741_McDonald_Creek_1",0,13,"McDonald Creek #1","McDonald Creek #1","8/10/17","JM1741_McDonald_Creek_1","JM1741_McDonald_Creek_1",0,0.79,"Glacier National Park","Stream",48.75376866,-113.8256756,1146.35,15.2,675.4,81.7,8.22,115.2,93.6,74.75,7.75,185.5,63,1.3,76,0.006,16.2,0,1.19,0.065,0.008,NA,NA,4.34,0.145,NA,0.027,-4.33,7.7,0.18,1.71,3.66,0.51,119,0.037,2.17,66,-129.1,0.06,-17.23,0.15,"Lots of little critters in these streams. Birds fling arou, butterflies, flies, etc. Saw a huge maybe stonefly in the stream coming in.",NA,"",1,NA,"","Stream",101,1,"Qal","Stream","---","Holocene and upper Pleistocene","Quaternary","upper Pleistocene","includes channel and overbank deposits in modern floodplain; in narrow mountain valleys locally includes small areas of colluvium; thickness 1-5 m","Glacier Meltwater","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales"
"1249","Vicinamibacterales","JM1773_Lunch_Creek",0,12,"Lunch Creek Spring","Lunch Creek Spring","8/12/17","JM1773_Lunch_Creek","JM1773_Lunch_Creek",2,0.93,"Glacier National Park","Spring",48.69880031,-113.7051857,1933.65,5.5,613,80.5,10.15,138,86.8,89.7,7.36,248.7,77,1.57,94,0.002,23.4,0,1.43,0.051,0.016,NA,NA,3.06,0.175,0.013,0.037,-4.45,7.5,0.08,1.17,2.49,0.22,141,0.013,0.798,78,-135.3,0.36,-17.78,0.4,"Crack in wall where it emerges is karst in nature. Looks like it began as a fracture a over time caused a cavity out of the limstone. Algal mat at emergence a patches of mosses all over the wall. Flow is pretty high. Emergence is about 10 ft up on wall. Filter is very clean. Able to gravity pump. Really no sediment here. Bunch of flowers on drainage along side of the road but no flowers by emergence.",NA,"",1,-7.2,"","Piegan Region",100,1,"Yh","Helena Formation","Belt Supergroup","Middle Proterozoic","Middle Proterozoic","Middle Proterozoic","thickness ranges from 750 m in most of park to a maximum of about 1,030 m in southwestern part; generally subdivisible into three parts at most exposures in park","Glacier Meltwater","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales"
"1250","Vicinamibacterales","JM1726_Choss_Seep",0,22,"Choss Seep 1","Choss Seep","7/26/17","JM1726_Choss_Seep","JM1726_Choss_Seep",1,0.32,"Mount Hood","Spring",45.29518554,-121.7341202,1178.97,13.4,673.8,70.8,7.39,53.3,41.4,34.45,6.56,224.8,14,0.54,17,0.012,3.84,0,0.45,6.95,0.043,NA,NA,1.05,0.013,0.014,0.035,-8.72,6.8,0.57,6.65,14.2,3.64,53,0.047,2.83,42,-79.3,0.2,-11.44,0.15,"Side of road seeps coming from very chossy rock face, likely blown out by dynomite. Water is not coming from above. Moss growing from seeps, forming small channel alongside the road. The bedding of the outcrop is not parallel to the grou. We sampled from a seep that had the most consistent flow.",9212.9,"S",1,NA,"SW","Outlier",22,1,"Qha","Andesite and dacite lava","Late High Cascade Volcanics","Mt. Hood Volcano","Quaternary","andesite","","Precipitation","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales"
"1251","Vicinamibacterales","JM1731_Palmer_Seep",0,35,"Palmer Seep","Palmer Seep","7/27/17","JM1731_Palmer_Seep","",1,0.47,"Mount Hood","Spring",45.33579912,-121.7067202,1859.89,3.7,623.8,80.2,10.49,49.7,29.4,32.5,6.41,223,14,0.54,17,0.008,2.5,0,0.46,8.14,0.001,NA,NA,0.49,0.017,NA,NA,-8.1,6.7,0.9,8.83,18.9,6.16,53,0.016,1.54,47,-89.1,0.08,-12.74,0.01,"Fou a lot of greeen patches down slope from Palmer glacier on sat imagery. Upon investigation they do not have springs here. We sampled one that emerged from below a ridge of a moraine. It emerges from beneath a rock a then goes back uer the rock a emerges a bit downslope. There is a cement pool to catch all of this water. At the weir of this pool. There are strong trees/bushes here at the emergence, while next to the emergence there are no trees or vegetation like this. Just small flowers very close to the grou. There are snow patches arou but this spring is above them. They're in the valley a creating a small creek. ",4284.3,"S",1,-13.2,"SW","Palmer Region",35,1,"Qhtc","Pyroclastic flow and debris-flow deposits","Late High Cascade Volcanics","Mt. Hood Volcano","Quaternary","intermediate composition lithologies","","Precipitation","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales"
"1252","Vicinamibacterales","JM1747_Mineral_Creek_Trib",0,15,"Mineral Creek Trib","Mineral Creek Tributary","8/10/17","JM1747_Mineral_Creek_Trib","",2,0.76,"Glacier National Park","Stream",48.75358464,-113.8254748,1143.91,17.1,675.5,86,8.28,112.5,95.6,73.45,7.79,148.3,58,1.25,71,0.007,15.6,0,1.15,0.065,0.015,NA,NA,4.09,0.052,0.011,0.041,-4.37,7.8,0.18,1.44,3.08,0.65,115,0.027,4.21,64,-129.5,0.38,-17.3,0.12,"See notebook for notes. Page 84 of write in the rain.",NA,"",1,NA,"","Stream",103,1,"Qal","Stream","---","Holocene and upper Pleistocene","Quaternary","upper Pleistocene","includes channel and overbank deposits in modern floodplain; in narrow mountain valleys locally includes small areas of colluvium; thickness 1-5 m","Glacier Meltwater","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales"
"1253","Vicinamibacterales","JM1749_Paradise_Park_Spring",0,36,"Paradise Park Spring 2","Paradise Park Spring","7/29/17","JM1749_Paradise_Park_Spring","",2,0.3,"Mount Hood","Spring",45.34165555,-121.738599,1582.22,2.8,643,84.5,11.42,19.4,11.2,12.35,6.46,206.8,10,0.25,12,0.012,1.11,0,0.17,0.397,0.128,NA,NA,0.27,0.013,0.012,0.056,-17.32,6.6,0.41,11.3,24.2,1.98,19,0.006,1.15,36,-88.3,0,-12.3,0.45,"This spring is within a small valley on the eastern side of zigzag canyon. At first it appeared that a nearby snowpackk was the driving factor providing flow, but when we went down we saw it is definitely a large spring. It emerges from beneath a tree a a rock with a huge amount of flow. Up valley is dry with no snow pack. The vegetation is sparse here. mall shrubs. No flowers here. ",4872.9,"S",1,NA,"SW","Zigzag Region",36,1,"Qhpc","Pyroclastic flow and debris-flow deposits","Late High Cascade Volcanics","Mt. Hood Volcano","Quaternary","intermediate composition lithologies","","Precipitation","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales"
"1254","Vicinamibacterales","JM1785_Choss_Seep",0,22,"Choss Seep 2","Choss Seep","7/26/17","JM1785_Choss_Seep","JM1785_Choss_Seep",2,0.32,"Mount Hood","Spring",45.29518554,-121.7341202,1178.97,13.4,673.8,70.8,7.39,53.3,41.4,34.45,6.56,224.8,14,0.54,17,0.012,3.84,0,0.45,6.95,0.043,NA,NA,1.05,0.013,0.014,0.035,-8.72,6.8,0.57,6.65,14.2,3.64,53,0.047,2.83,42,-79.3,0.2,-11.44,0.15,"Side of road seeps coming from very chossy rock face, likely blown out by dynomite. Water is not coming from above. Moss growing from seeps, forming small channel alongside the road. The bedding of the outcrop is not parallel to the grou. We sampled from a seep that had the most consistent flow.",9212.9,"S",1,NA,"SW","Outlier",22,1,"Qha","Andesite and dacite lava","Late High Cascade Volcanics","Mt. Hood Volcano","Quaternary","andesite","","Precipitation","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales"
"1255","Vicinamibacterales","JM1755_Elizabeth_Spring",0,4,"Elizabeth Spring","Piegan Spring","8/7/17","JM1755_Elizabeth_Spring","",2,0.99,"Glacier National Park","Spring",48.70314771,-113.6939869,2368.3,0.5,586.4,75.6,10.92,19.4,10.4,12.35,7.32,189.9,11,0.26,13,0.018,2.19,0,0.19,0.046,0.004,NA,NA,0.82,0.018,0.011,0.03,-15.7,6.6,0.07,0.45,0.96,0.19,20,0.006,1.97,13,-135,0.42,-18.21,0.16,"Another spring, but closer to lunch creek. Massive emergence. Flowing out from layered stromatelite a limestone/dolostone bedding. Emergence is large enough for me to crawl into. Water is cold a there is vegetation like mosses growing within the karst like emergence/tunnel. Same flowers as last spring. Gnats flying arou. Rare bird that is going extinct was seen. Saw a grou squirrel too. YSI downstream is essentially the same. Fou an ooid rock sample within the karst emergence.",NA,"",1,-16,"","Piegan Region",92,1,"Ysn","Snowslip Formation","Belt Supergroup","Middle Proterozoic","Middle Proterozoic","Middle Proterozoic","at type section at Snowslip Mountain in southern part of park, the Snowslip is informally subdivided into six members designated 1 through 6 in ascending order; members are not mapped separately but can be recognized in exposures throughout park","Glacier Meltwater","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales"
"1256","Vicinamibacterales","JM1754_Reynolds_2",0,19,"Reynolds 2 Spring","Reynolds 2 Spring","8/6/17","JM1754_Reynolds_2","",0,0.6,"Glacier National Park","Spring",48.681946,-113.7327076,2183.28,1.4,699.5,76,10.42,22.4,12.6,14.3,7.52,204.1,13,0.29,16,0.006,2.47,0,0.22,0.047,0.007,NA,NA,1.01,0.016,0.01,0.034,-14.03,6.8,0.12,0.93,2,0.28,23,0.007,1.67,16,-127.1,0.43,-17.23,0.05,"This is where we sampled. Emergence seems to be from a grey colored siltstone, not out of the maroon layer. Flow is fast. I think still snowmelt driven. Noah sampled lower downstream a it had the same YSI readings as Reynolds 1. Emergence from rock not moss.",NA,"",1,-12.1,"","Clements/Reynolds Region",107,1,"Ysn","Snowslip Formation","Belt Supergroup","Middle Proterozoic","Middle Proterozoic","Middle Proterozoic","at type section at Snowslip Mountain in southern part of park, the Snowslip is informally subdivided into six members designated 1 through 6 in ascending order; members are not mapped separately but can be recognized in exposures throughout park","Precipitation","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales"
"1257","Vicinamibacterales","JM1728_Coe_Spring_B",0,23,"Coe Spring B","Coe Spring B","7/26/17","JM1728_Coe_Spring_B","JM1728_Coe_Spring_B",0,0.11,"Mount Hood","Spring",45.45241077,-121.6529396,939.39,7.4,694.1,86.8,10.3,60.1,39.7,39,6.89,251.7,34,0.72,42,0.023,5.66,0,0.62,0.989,0.141,NA,NA,1.19,0.042,0.012,0.049,-7.43,7.2,1.91,23.3,49.8,4.47,66,0.059,0.233,85,-81.3,0.04,-11.33,0,"Fou a spring just above the discharge center/structure. Small flow a possibly connect to the stream we prevously sampled. Comes from a hole a there are other holes arou where it looks like flow used to emerge from as well. Lots of thorny shrubs. Lots of down trees. Right alongside the Coe River",9385.2,"N",1,NA,"NE","Coe Region",23,1,"Qget","Till of Evans Creek age","Quaternary surficial deposits","Glacial deposits","Quaternary","mixed grained sediments","","Precipitation","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales"
"1260","Vicinamibacterales","JM1727_Zigzag_Spring",0,40,"Zigzag Spring","Zigzag Spring","7/29/17","JM1727_Zigzag_Spring","JM1727_Zigzag_Spring",0,0.34,"Mount Hood","Spring",45.3457741,-121.7390436,1571.55,3.3,644.3,84.6,11.29,29.7,17.3,19.5,6.78,243.6,13,0.34,16,0.009,1.75,0,0.26,0.72,0.012,NA,NA,0.64,0.015,NA,0.036,-11.91,6.8,0.59,11.5,24.6,2.52,29,0.009,2.36,41,-86.3,NA,-12.38,0.1,"Discharge done 2 m from source where the stream channelized. Hiked to zigzag canyon. Back where it gets tighter the flow channelizes a bit more. There are many seeps in the walls of the canyon. Two larger seeps/spring pop out at higher elevation on the western wall. On the eastern wall there is exposed rock with water flowing from the fractures. There is a spring discharging above this from a good emergence. There are lots of flowers surrouing the emergence too. Small gnats a flies a dragonflies. Below this spring is a conceptual model of small scale scale model of what I think may be happening on a larger scale in some locations.",4575.8,"S",1,-17.2,"SW","Zigzag Region",40,1,"Qhpc","Pyroclastic flow and debris-flow deposits","Late High Cascade Volcanics","Mt. Hood Volcano","Quaternary","intermediate composition lithologies","","Precipitation","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales"
"1261","WD260","JM1722_James_Spring",0,28,"James Spring 1","James Spring","7/25/17","JM1722_James_Spring","JM1722_James_Spring",1,0.04,"Mount Hood","Spring",45.33993416,-121.9403534,547.73,10.7,725.9,87.3,9.67,23.9,17.4,15.6,6.91,221.2,12,0.29,14,0.011,1.54,0,0.21,1.56,0.006,NA,NA,0.34,0.011,0.01,0.039,-16.58,6.5,0.41,6.76,14.5,2.11,22,0.018,0.276,28,-68.9,NA,-9.9,0.11,"",19508.7,"S",1,NA,"SW","Outlier",28,1,"Trh","Rhododendron Formation","Late Western Cascade Volcanics","Rhododendron Formation","Miocene","mudflow breccia","","Precipitation","Bacteria","Proteobacteria","Gammaproteobacteria","WD260"
"1262","WD260","JM1754_Reynolds_2",0,19,"Reynolds 2 Spring","Reynolds 2 Spring","8/6/17","JM1754_Reynolds_2","",0,0.6,"Glacier National Park","Spring",48.681946,-113.7327076,2183.28,1.4,699.5,76,10.42,22.4,12.6,14.3,7.52,204.1,13,0.29,16,0.006,2.47,0,0.22,0.047,0.007,NA,NA,1.01,0.016,0.01,0.034,-14.03,6.8,0.12,0.93,2,0.28,23,0.007,1.67,16,-127.1,0.43,-17.23,0.05,"This is where we sampled. Emergence seems to be from a grey colored siltstone, not out of the maroon layer. Flow is fast. I think still snowmelt driven. Noah sampled lower downstream a it had the same YSI readings as Reynolds 1. Emergence from rock not moss.",NA,"",1,-12.1,"","Clements/Reynolds Region",107,1,"Ysn","Snowslip Formation","Belt Supergroup","Middle Proterozoic","Middle Proterozoic","Middle Proterozoic","at type section at Snowslip Mountain in southern part of park, the Snowslip is informally subdivided into six members designated 1 through 6 in ascending order; members are not mapped separately but can be recognized in exposures throughout park","Precipitation","Bacteria","Proteobacteria","Gammaproteobacteria","WD260"
"1263","WD260","JM1747_Mineral_Creek_Trib",0,15,"Mineral Creek Trib","Mineral Creek Tributary","8/10/17","JM1747_Mineral_Creek_Trib","",2,0.76,"Glacier National Park","Stream",48.75358464,-113.8254748,1143.91,17.1,675.5,86,8.28,112.5,95.6,73.45,7.79,148.3,58,1.25,71,0.007,15.6,0,1.15,0.065,0.015,NA,NA,4.09,0.052,0.011,0.041,-4.37,7.8,0.18,1.44,3.08,0.65,115,0.027,4.21,64,-129.5,0.38,-17.3,0.12,"See notebook for notes. Page 84 of write in the rain.",NA,"",1,NA,"","Stream",103,1,"Qal","Stream","---","Holocene and upper Pleistocene","Quaternary","upper Pleistocene","includes channel and overbank deposits in modern floodplain; in narrow mountain valleys locally includes small areas of colluvium; thickness 1-5 m","Glacier Meltwater","Bacteria","Proteobacteria","Gammaproteobacteria","WD260"
"1264","WD260","JM1725_Elizabeth_Spring",0,4,"Elizabeth Spring","Piegan Spring","8/7/17","JM1725_Elizabeth_Spring","",1,0.99,"Glacier National Park","Spring",48.70314771,-113.6939869,2368.3,0.5,586.4,75.6,10.92,19.4,10.4,12.35,7.32,189.9,11,0.26,13,0.018,2.19,0,0.19,0.046,0.004,NA,NA,0.82,0.018,0.011,0.03,-15.7,6.6,0.07,0.45,0.96,0.19,20,0.006,1.97,13,-135,0.42,-18.21,0.16,"Another spring, but closer to lunch creek. Massive emergence. Flowing out from layered stromatelite a limestone/dolostone bedding. Emergence is large enough for me to crawl into. Water is cold a there is vegetation like mosses growing within the karst like emergence/tunnel. Same flowers as last spring. Gnats flying arou. Rare bird that is going extinct was seen. Saw a grou squirrel too. YSI downstream is essentially the same. Fou an ooid rock sample within the karst emergence.",NA,"",1,-16,"","Piegan Region",92,1,"Ysn","Snowslip Formation","Belt Supergroup","Middle Proterozoic","Middle Proterozoic","Middle Proterozoic","at type section at Snowslip Mountain in southern part of park, the Snowslip is informally subdivided into six members designated 1 through 6 in ascending order; members are not mapped separately but can be recognized in exposures throughout park","Glacier Meltwater","Bacteria","Proteobacteria","Gammaproteobacteria","WD260"
"1265","WD260","JM1726_Choss_Seep",0,22,"Choss Seep 1","Choss Seep","7/26/17","JM1726_Choss_Seep","JM1726_Choss_Seep",1,0.32,"Mount Hood","Spring",45.29518554,-121.7341202,1178.97,13.4,673.8,70.8,7.39,53.3,41.4,34.45,6.56,224.8,14,0.54,17,0.012,3.84,0,0.45,6.95,0.043,NA,NA,1.05,0.013,0.014,0.035,-8.72,6.8,0.57,6.65,14.2,3.64,53,0.047,2.83,42,-79.3,0.2,-11.44,0.15,"Side of road seeps coming from very chossy rock face, likely blown out by dynomite. Water is not coming from above. Moss growing from seeps, forming small channel alongside the road. The bedding of the outcrop is not parallel to the grou. We sampled from a seep that had the most consistent flow.",9212.9,"S",1,NA,"SW","Outlier",22,1,"Qha","Andesite and dacite lava","Late High Cascade Volcanics","Mt. Hood Volcano","Quaternary","andesite","","Precipitation","Bacteria","Proteobacteria","Gammaproteobacteria","WD260"
"1266","WD260","JM1724_Lolo_Spring",0,29,"Lolo Spring","Lolo Spring","7/25/17","JM1724_Lolo_Spring","JM1724_Lolo_Spring",0,0.28,"Mount Hood","Spring",45.49070234,-121.754485,686.71,5.3,711.1,89.1,11.3,39.4,24.5,24.05,6.38,245.4,24,0.52,30,0.027,3.77,0,0.42,0.821,0.014,NA,NA,1.22,0.019,0.009,0.073,-10.13,6.8,0.72,11.2,23.9,2.62,43,0.026,0.194,48,-80.1,0.25,-11.55,0.13,"Fou it exactly where the USGS point was. Lots of flow. Looks like it's coming from a contact. Flow comes out of a plane of rock along side the road. Lots of moss a shrubs along the seepage face. Also rock is present here too. Stream forms alongside the road but majority flows uer the road. Zach did discharge on the stream on the other side of the road. There are also rasperries, red berries, white daisies, 2 kis of purple flowers, yellow flowers, a ferns present.",13796,"N",1,NA,"NW","Outlier",29,1,"Qbr","Basaltic andesite of Blue Ridge","Late High Cascade Volcanics","Cascade Platform Lavas","Quaternary","basaltic andesite","","Precipitation","Bacteria","Proteobacteria","Gammaproteobacteria","WD260"
"1267","WD260","JM1749_Paradise_Park_Spring",0,36,"Paradise Park Spring 2","Paradise Park Spring","7/29/17","JM1749_Paradise_Park_Spring","",2,0.3,"Mount Hood","Spring",45.34165555,-121.738599,1582.22,2.8,643,84.5,11.42,19.4,11.2,12.35,6.46,206.8,10,0.25,12,0.012,1.11,0,0.17,0.397,0.128,NA,NA,0.27,0.013,0.012,0.056,-17.32,6.6,0.41,11.3,24.2,1.98,19,0.006,1.15,36,-88.3,0,-12.3,0.45,"This spring is within a small valley on the eastern side of zigzag canyon. At first it appeared that a nearby snowpackk was the driving factor providing flow, but when we went down we saw it is definitely a large spring. It emerges from beneath a tree a a rock with a huge amount of flow. Up valley is dry with no snow pack. The vegetation is sparse here. mall shrubs. No flowers here. ",4872.9,"S",1,NA,"SW","Zigzag Region",36,1,"Qhpc","Pyroclastic flow and debris-flow deposits","Late High Cascade Volcanics","Mt. Hood Volcano","Quaternary","intermediate composition lithologies","","Precipitation","Bacteria","Proteobacteria","Gammaproteobacteria","WD260"
"1268","WD260","JM1755_Elizabeth_Spring",0,4,"Elizabeth Spring","Piegan Spring","8/7/17","JM1755_Elizabeth_Spring","",2,0.99,"Glacier National Park","Spring",48.70314771,-113.6939869,2368.3,0.5,586.4,75.6,10.92,19.4,10.4,12.35,7.32,189.9,11,0.26,13,0.018,2.19,0,0.19,0.046,0.004,NA,NA,0.82,0.018,0.011,0.03,-15.7,6.6,0.07,0.45,0.96,0.19,20,0.006,1.97,13,-135,0.42,-18.21,0.16,"Another spring, but closer to lunch creek. Massive emergence. Flowing out from layered stromatelite a limestone/dolostone bedding. Emergence is large enough for me to crawl into. Water is cold a there is vegetation like mosses growing within the karst like emergence/tunnel. Same flowers as last spring. Gnats flying arou. Rare bird that is going extinct was seen. Saw a grou squirrel too. YSI downstream is essentially the same. Fou an ooid rock sample within the karst emergence.",NA,"",1,-16,"","Piegan Region",92,1,"Ysn","Snowslip Formation","Belt Supergroup","Middle Proterozoic","Middle Proterozoic","Middle Proterozoic","at type section at Snowslip Mountain in southern part of park, the Snowslip is informally subdivided into six members designated 1 through 6 in ascending order; members are not mapped separately but can be recognized in exposures throughout park","Glacier Meltwater","Bacteria","Proteobacteria","Gammaproteobacteria","WD260"
"1269","WD260","JM1727_Zigzag_Spring",0,40,"Zigzag Spring","Zigzag Spring","7/29/17","JM1727_Zigzag_Spring","JM1727_Zigzag_Spring",0,0.34,"Mount Hood","Spring",45.3457741,-121.7390436,1571.55,3.3,644.3,84.6,11.29,29.7,17.3,19.5,6.78,243.6,13,0.34,16,0.009,1.75,0,0.26,0.72,0.012,NA,NA,0.64,0.015,NA,0.036,-11.91,6.8,0.59,11.5,24.6,2.52,29,0.009,2.36,41,-86.3,NA,-12.38,0.1,"Discharge done 2 m from source where the stream channelized. Hiked to zigzag canyon. Back where it gets tighter the flow channelizes a bit more. There are many seeps in the walls of the canyon. Two larger seeps/spring pop out at higher elevation on the western wall. On the eastern wall there is exposed rock with water flowing from the fractures. There is a spring discharging above this from a good emergence. There are lots of flowers surrouing the emergence too. Small gnats a flies a dragonflies. Below this spring is a conceptual model of small scale scale model of what I think may be happening on a larger scale in some locations.",4575.8,"S",1,-17.2,"SW","Zigzag Region",40,1,"Qhpc","Pyroclastic flow and debris-flow deposits","Late High Cascade Volcanics","Mt. Hood Volcano","Quaternary","intermediate composition lithologies","","Precipitation","Bacteria","Proteobacteria","Gammaproteobacteria","WD260"
"1270","WD260","JM1716_Bell_Spring",0,18,"Bell Spring","Bell Spring","7/26/17","JM1716_Bell_Spring","JM1716_Bell_Spring",2,0.64,"Mount Hood","Spring",45.24085857,-121.5045804,1259.74,5.6,666.9,68.3,8.56,50,31.5,32.5,6.87,193.7,29,0.61,36,0.014,4.67,0,0.54,0.634,0.008,NA,NA,2.43,0.08,0.013,0.038,-6.26,6.9,0.31,9.15,19.6,2.26,52,0.062,0.179,48,-94.6,NA,-13.09,NA,"Sampled just as we did in Oct 16. Same location. Same location for discharge as well.",21047.5,"S",1,NA,"SE","Outlier",18,1,"QTbg","Basaltic andesite of Grasshopper Point","Late High Cascade Volcanics","Cascade Platform Lavas","Quaternary","basaltic andesite","","Glacier Meltwater","Bacteria","Proteobacteria","Gammaproteobacteria","WD260"
"1271","WD260","JM1730_Crack_Spring",0,3,"Crack Spring","Grinnell Spring","8/8/17","JM1730_Crack_Spring","JM1730_Crack_Spring",1,0.71,"Glacier National Park","Spring",48.77017057,-113.7161256,1844.04,3.9,624.3,78.1,10.27,68.4,40.9,44.85,7.63,184.4,39,0.8,47,0.008,8.72,0,0.71,0.043,0.023,NA,NA,3.14,0.141,0.01,0.053,-6.24,7.1,0.11,0.8,1.72,0.33,72,0.034,1.17,39,-129.3,0.56,-17.55,0.11,"Emergence on Grinnell Glacier trail. Coming from fracture in rock. Flow is strong enough to gravity pump a filter. Thick moss at base of emergence. Emergence 10 ft up from intersection w trail. Noah fell down on the down climb. Flowers (ran into hortoculturalist): Coreopsis - yellow daisy, iian paintbrush - salmon colored one, purple daisy, white ball one.",NA,"",1,-7.9,"","Grinnell Region",91,1,"Ygl","Grinnell Formation","Belt Supergroup","Middle Proterozoic","Middle Proterozoic","Middle Proterozoic","thickness ranges from 530 to 790 m","Glacier Meltwater","Bacteria","Proteobacteria","Gammaproteobacteria","WD260"
