sample_number,alt_sample_name,sample_name,date,ncbi_name_16s,ncbi_name_18s,bio_rep,fi_best,location,sample_type,latitude,longitude,elevation_m,ysi_temp,ysi_mmhg,ysi_do_percent,ysi_do,ysi_spc,ysi_conductivity,ysi_tds,ysi_ph,ysi_orp,alkalinity_caco3,anions,bicarbonate_hco3,bromide,calcium,carbonate_co3_alkalinity,cations,chloride,fluoride,hardness,iron,magnesium,nitrate_no3,nitrite_no2,orthophosphate,percent_difference,ph,potassium,silicon,sio2,sodium,spc,strontium,sulfate,tds,d2h,d2h_unc,d18o,d18o_unc,notes,dist_from_summit,aspect,bio_data,d13c (of DIC),quadrant,quadrant_ew,region,order,chemistry,geo_symbol,geo1,geo2,geo3,geo4,geo5,unit_notes
38,Mountain Goat Spring,Mountain Goat Spring,7/26/18,,,,0.83,GNP,Spring,48.70084077,-113.6910636,2268.32,0.4,585,82.1,11.8,11.5,6.1,7.15,7.69,173,,,,,,,,,,,,,,,,,,,,,,,,,,-131.95,0.38,-17.66,0.1,"Collected 1 250mL, 1L, CFCs, bio, isotope. Spring emerges from bedding plane at high rate of discharge. CFCs were collected from within upwelling crack. These CFCs were broken in transit to the lab, so I flew back out a recollected the samples on 8/15/18 at 10:04am. The new YSI measurements are the following: 0.4, 591.6, 78.1, 11.29, 15.1, 8.0, 9.75, 7.68, 174.4. I collected A, B, C, D, E CFC bottles this time a shipped A-C to the lab.",,,0,,,,Piegan Region,127,0,Ysn,Snowslip Formation,Belt Supergroup,Middle Proterozoic,Middle Proterozoic,Middle Proterozoic,"at type section at Snowslip Mountain in southern part of park, the Snowslip is informally subdivided into six members designated 1 through 6 in ascending order; members are not mapped separately but can be recognized in exposures throughout park"
7,Grinnell Lake 1,Grinnell Lake,8/8/17,JM1712_Grinnell_Lake,JM1712_Grinnell_Lake,1,0.58,GNP,Glacial Melt,48.75308643,-113.7251912,1961.69,1.8,615.9,65,8.99,61.9,34.6,40.3,8.28,153.6,32,0.69,40,0.006,8.82,0,0.61,0.055,0.014,,,1.89,0.327,0.013,0.054,-6.49,7.2,0.09,0.39,0.84,0.16,62,0.006,1.52,34,-125.5,,-16.67,0.38,"Overall, very heavily crevassed glacier. Both lateral a longitudinal crevasses, thick snowpack too. We crossed a small snow bridge to get to the glacier ice. To get to this side of the cirque, we had to cross a glacial stream. We got heavy rain last night. The lake ahead of the ice is huge. There are a few icebergs near the north e of the lake. 2 main waterfalls drain salamaer glacier. Only birds, a few grassy/mossy protected spots, a a few small flies were seen. Saw a baby black bear on the hike in too.",,,1,-10,,,Glacial Melt,95,1,Yh,Glacial Melt,Belt Supergroup,Middle Proterozoic,Middle Proterozoic,Middle Proterozoic,"thickness ranges from 750 m in most of park to a maximum of about 1,030 m in southwestern part; generally subdivisible into three parts at most exposures in park"
7,Grinnell Lake 2,Grinnell Lake,8/8/17,JM1742_Grinnell_Lake,JM1742_Grinnell_Lake,2,0.58,GNP,Glacial Melt,48.75308643,-113.7251912,1961.69,1.8,615.9,65,8.99,61.9,34.6,40.3,8.28,153.6,32,0.69,40,0.006,8.82,0,0.61,0.055,0.014,,,1.89,0.327,0.013,0.054,-6.49,7.2,0.09,0.39,0.84,0.16,62,0.006,1.52,34,-125.5,,-16.67,0.38,"Overall, very heavily crevassed glacier. Both lateral a longitudinal crevasses, thick snowpack too. We crossed a small snow bridge to get to the glacier ice. To get to this side of the cirque, we had to cross a glacial stream. We got heavy rain last night. The lake ahead of the ice is huge. There are a few icebergs near the north e of the lake. 2 main waterfalls drain salamaer glacier. Only birds, a few grassy/mossy protected spots, a a few small flies were seen. Saw a baby black bear on the hike in too.",,,1,-10,,,Glacial Melt,95,1,Yh,Glacial Melt,Belt Supergroup,Middle Proterozoic,Middle Proterozoic,Middle Proterozoic,"thickness ranges from 750 m in most of park to a maximum of about 1,030 m in southwestern part; generally subdivisible into three parts at most exposures in park"
32,Funky Spring,Gould Spring,7/28/18,,,,0.57,GNP,Spring,48.73812618,-113.7269936,2151.58,2.1,602.2,83.7,11.55,5.8,3.4,3.4,6.41,84.97,,,,,,,,,,,,,,,,,,,,,,,,,,-125.48,0.19,-16.74,0.1,"CFCs collected at base of sheet flow section where it converges to a channel. Likely contaminated. Could not get tubing far enough back for continuous flow. Collected 1L, 250mL, bio, a isotope.",,,0,,,,Haystack Butte Region,121,0,Yh,Helena Formation,Belt Supergroup,Middle Proterozoic,Middle Proterozoic,Middle Proterozoic,"thickness ranges from 750 m in most of park to a maximum of about 1,030 m in southwestern part; generally subdivisible into three parts at most exposures in park"
61,Warm Spring 2,JM-WS2,9/15/19,MtH9_C07_S316,MtH9_D06,0,0.7,MH,Spring,45.29658328,-121.7400452,1185.672,18.2,658.6,38.4,3.09,463.1,403.2,,7.51,203.5,85,4.64,104,0.073,21.2,,4.49,32,0.2,121,,16.4,,,,-1.65,7.9,4.47,33.9,72.4,45.2,460,0.143,96.8,341,-94.3,0.63,-13.128,0.119,Hiked upstream. Eventually came to the main emergence. Large (4') diameter pool from uer a rock. Thorny plants are nearby a along stream. I think this is MS-9 on Wollenberg's paper.,9229.6,,1,,SW,West,Warm Springs,61,1,Qhpc,Pyroclastic flow and debris-flow deposits,Late High Cascade Volcanics,Mt. Hood Volcano,Quaternary,intermediate composition lithologies,
2,Big Bend,Big Bend Seep,8/9/17,,,,0.12,GNP,Seep,48.73119827,-113.7197638,2050.69,,,,,,,,,,79,1.61,96,0.003,24.8,0,1.52,0.164,0.012,,,3.1,0.085,0.013,0.044,-3.03,7.7,0.24,2.04,4.37,0.42,146,0.016,1.59,83,-117.6,0.13,-14.5,0.01,Collected a strontium a gen chem from a very platey limestone just up on the canyon by weeping wall. Flow was coming from the laminated layers. Mosses everywhere. Step like rock water channel. Where the binoculars were lost.,,,0,,,,Haystack Butte Region,90,1,Yh,Helena Formation,Belt Supergroup,Middle Proterozoic,Middle Proterozoic,Middle Proterozoic,"thickness ranges from 750 m in most of park to a maximum of about 1,030 m in southwestern part; generally subdivisible into three parts at most exposures in park"
38,Still Creek Spring,Still Creek Spring,7/27/17,JM1767_Sandy_Creek_Trib,JM1767_Sandy_Creek_Trib.,0,0.21,MH,Spring,45.31868193,-121.7230327,1529.49,3,646.4,82.1,11.06,78.7,45.5,51.35,5.77,265.4,20,0.71,24,0.006,5.1,0,0.63,10.2,0.006,,,1.11,0.023,,0.04,-6.23,6.8,1.57,13.2,28.2,5.59,73,0.041,1.57,65,-84.5,0.8,-12.17,0.11,This spring complex feeds into still creek. We sampled from main largest source. Lots of yellow flowers. On a rather steep hill. Water is clean a cold a pouring out. Very easily accessible from the car. Lots of mosquitoes.,6460.7,S,1,-11.5,SW,West,Palmer Region,38,1,Qhpc,Pyroclastic flow and debris-flow deposits,Late High Cascade Volcanics,Mt. Hood Volcano,Quaternary,intermediate composition lithologies,
20,Camp Creek Spring,Camp Creek Spring,7/27/17,JM1733_Camp_Creek,JM1733_Camp_Creek,0,0.39,MH,Spring,45.31425513,-121.7377782,1369.47,2.9,660.6,83.7,11.22,60.6,35.1,39.65,6.53,196.2,18,0.65,22,,4.79,0,0.56,8.97,0.016,,,0.84,0.045,0.013,0.042,-7.94,6.8,1.02,16.7,35.7,5.08,65,0.032,1.79,69,-85,0.29,-12.01,0.23,"This is the source of water for Gov't Camp. There are a few spring emergences in one region (fenced). Greg Wanner showed us this one. There seems to be maybe a contact here causing these springs to pop out. The flow is a lot. There are also pipes bringing this additional flow from the other spring emergences within this zone into one area where there is a spring box that runs to the pipes for gov't camp. Trees, bushes, thorny plants, salmon berries, huckelberries.",7363.5,S,1,-11.9,SW,West,Palmer Region,20,1,Qhpc,Pyroclastic flow and debris-flow deposits,Late High Cascade Volcanics,Mt. Hood Volcano,Quaternary,intermediate composition lithologies,
7,Grinnell Lake 3,Grinnell Lake,8/8/17,JM1748_Grinnell_Lake,JM1748_Grinnell_Lake,3,0.58,GNP,Glacial Melt,48.75308643,-113.7251912,1961.69,1.8,615.9,65,8.99,61.9,34.6,40.3,8.28,153.6,32,0.69,40,0.006,8.82,0,0.61,0.055,0.014,,,1.89,0.327,0.013,0.054,-6.49,7.2,0.09,0.39,0.84,0.16,62,0.006,1.52,34,-125.5,,-16.67,0.38,"Overall, very heavily crevassed glacier. Both lateral a longitudinal crevasses, thick snowpack too. We crossed a small snow bridge to get to the glacier ice. To get to this side of the cirque, we had to cross a glacial stream. We got heavy rain last night. The lake ahead of the ice is huge. There are a few icebergs near the north e of the lake. 2 main waterfalls drain salamaer glacier. Only birds, a few grassy/mossy protected spots, a a few small flies were seen. Saw a baby black bear on the hike in too.",,,1,-10,,,Glacial Melt,95,1,Yh,Glacial Melt,Belt Supergroup,Middle Proterozoic,Middle Proterozoic,Middle Proterozoic,"thickness ranges from 750 m in most of park to a maximum of about 1,030 m in southwestern part; generally subdivisible into three parts at most exposures in park"
10,Hidden Pass Seep 2,Hidden Pass Seep 2,8/6/17,JM176_Hidden_Pass_Seep_2,JM176_Hidden_Pass_Seep_2,0,0.51,GNP,Spring,48.6880162,-113.7366239,2166.52,5.2,600.2,61.3,7.78,48.8,30.3,31.85,8.14,114.6,18,0.4,23,0,3.77,0,0.33,0.056,0.006,,,1.59,0.012,0.013,0.075,-9.87,6.8,0.11,1.1,2.36,0.23,34,0.008,1.39,21,-125.1,1.13,-16.79,0.25,"At the base of chief mountain on hidden lake trail there is a small po. It's recharged by a seepage face. Bright green moss where seepage is occuring. Stone fly larvae (I think) on rock where seepage is happening. Above us, clinging onto the base of cheif mtn is snowpack. I think this is the same contact as what we sampled last. We also collected snowpack at the last stop. There is a larger moraine at the base of cheif mtn. Flow from this seep is running a channelizes a then flows into a large seepy pool.",,,1,-8.8,,,Clements/Reynolds Region,98,1,Ysn,Snowslip Formation,Belt Supergroup,Middle Proterozoic,Middle Proterozoic,Middle Proterozoic,"at type section at Snowslip Mountain in southern part of park, the Snowslip is informally subdivided into six members designated 1 through 6 in ascending order; members are not mapped separately but can be recognized in exposures throughout park"
18,Piegan North Spring 1,Piegan North Spring,8/11/17,JM177_Piegan_North,JM177_Piegan_North,1,0.61,GNP,Spring,48.71661358,-113.6941217,2389.02,2.1,584,77,10.59,23.3,13.1,14.95,7.73,149.1,26,0.53,31,0.004,6.03,0,0.44,0.052,0.005,,,1.54,0.011,0.009,0.033,-8.85,7.2,0.13,1.31,2.8,0.3,46,0.008,0.597,27,-125.2,0.17,-16.88,0.06,Hiked up Lunch Creek over the ridge a then located the spring down in the drainage. Checked out Piegan glacier but it was too steep to access. Went down into the drainage a the whole area is ki of hummocky a lumpy a there's a bunch of moss. There was a clean emergence through. This side of the mtn (NE of piegan glacier) is more eroded into tallus slope. There are some units of bedrock poking through through. There are a few patches of snow still up on the tallus. Grass a small flowers. pika a flies a grasshoppers.,,,1,-10.8,,,Piegan Region,106,1,Yh,Helena Formation,Belt Supergroup,Middle Proterozoic,Middle Proterozoic,Middle Proterozoic,"thickness ranges from 750 m in most of park to a maximum of about 1,030 m in southwestern part; generally subdivisible into three parts at most exposures in park"
18,Piegan North Spring 2,Piegan North Spring,8/11/17,JM1782_Piegan_North,,2,0.61,GNP,Spring,48.71661358,-113.6941217,2389.02,2.1,584,77,10.59,23.3,13.1,14.95,7.73,149.1,26,0.53,31,0.004,6.03,0,0.44,0.052,0.005,,,1.54,0.011,0.009,0.033,-8.85,7.2,0.13,1.31,2.8,0.3,46,0.008,0.597,27,-125.2,0.17,-16.88,0.06,Hiked up Lunch Creek over the ridge a then located the spring down in the drainage. Checked out Piegan glacier but it was too steep to access. Went down into the drainage a the whole area is ki of hummocky a lumpy a there's a bunch of moss. There was a clean emergence through. This side of the mtn (NE of piegan glacier) is more eroded into tallus slope. There are some units of bedrock poking through through. There are a few patches of snow still up on the tallus. Grass a small flowers. pika a flies a grasshoppers.,,,1,-10.8,,,Piegan Region,106,1,Yh,Helena Formation,Belt Supergroup,Middle Proterozoic,Middle Proterozoic,Middle Proterozoic,"thickness ranges from 750 m in most of park to a maximum of about 1,030 m in southwestern part; generally subdivisible into three parts at most exposures in park"
19,Reynolds 2 Spring,Reynolds 2 Spring,8/6/17,JM1754_Reynolds_2,,0,0.6,GNP,Spring,48.681946,-113.7327076,2183.28,1.4,699.5,76,10.42,22.4,12.6,14.3,7.52,204.1,13,0.29,16,0.006,2.47,0,0.22,0.047,0.007,,,1.01,0.016,0.01,0.034,-14.03,6.8,0.12,0.93,2,0.28,23,0.007,1.67,16,-127.1,0.43,-17.23,0.05,"This is where we sampled. Emergence seems to be from a grey colored siltstone, not out of the maroon layer. Flow is fast. I think still snowmelt driven. Noah sampled lower downstream a it had the same YSI readings as Reynolds 1. Emergence from rock not moss.",,,1,-12.1,,,Clements/Reynolds Region,107,1,Ysn,Snowslip Formation,Belt Supergroup,Middle Proterozoic,Middle Proterozoic,Middle Proterozoic,"at type section at Snowslip Mountain in southern part of park, the Snowslip is informally subdivided into six members designated 1 through 6 in ascending order; members are not mapped separately but can be recognized in exposures throughout park"
22,Choss Seep 1,Choss Seep,7/26/17,JM1726_Choss_Seep,JM1726_Choss_Seep,1,0.32,MH,Spring,45.29518554,-121.7341202,1178.97,13.4,673.8,70.8,7.39,53.3,41.4,34.45,6.56,224.8,14,0.54,17,0.012,3.84,0,0.45,6.95,0.043,,,1.05,0.013,0.014,0.035,-8.72,6.8,0.57,6.65,14.2,3.64,53,0.047,2.83,42,-79.3,0.2,-11.44,0.15,"Side of road seeps coming from very chossy rock face, likely blown out by dynomite. Water is not coming from above. Moss growing from seeps, forming small channel alongside the road. The bedding of the outcrop is not parallel to the grou. We sampled from a seep that had the most consistent flow.",9212.9,S,1,,SW,West,Outlier,22,1,Qha,Andesite and dacite lava,Late High Cascade Volcanics,Mt. Hood Volcano,Quaternary,andesite,
22,Choss Seep 2,Choss Seep,7/26/17,JM1785_Choss_Seep,JM1785_Choss_Seep,2,0.32,MH,Spring,45.29518554,-121.7341202,1178.97,13.4,673.8,70.8,7.39,53.3,41.4,34.45,6.56,224.8,14,0.54,17,0.012,3.84,0,0.45,6.95,0.043,,,1.05,0.013,0.014,0.035,-8.72,6.8,0.57,6.65,14.2,3.64,53,0.047,2.83,42,-79.3,0.2,-11.44,0.15,"Side of road seeps coming from very chossy rock face, likely blown out by dynomite. Water is not coming from above. Moss growing from seeps, forming small channel alongside the road. The bedding of the outcrop is not parallel to the grou. We sampled from a seep that had the most consistent flow.",9212.9,S,1,,SW,West,Outlier,22,1,Qha,Andesite and dacite lava,Late High Cascade Volcanics,Mt. Hood Volcano,Quaternary,andesite,
39,West Fork Salmon Spring,West Fork Salmon Spring,7/27/17,JM178_W_Fork_Salmon_Spring,JM178_W._Fork_Salmon_Spring,0,0.34,MH,Spring,45.31710064,-121.7184752,1536.5,2.9,646.1,80.8,10.87,52.4,30.7,34.45,5.82,276,19,0.53,23,0.008,3.87,0,0.44,4.58,0.006,,,0.71,0.027,0.017,0.039,-8.82,6.8,1.06,11.7,25.1,3.74,49,0.031,0.884,52,-85.5,0.03,-12.28,0.05,"Tried to fi rocks. No luck. Soil layer too thick here. Spring emerges from uer a tree. Part of a spring complex of west fork salmon creek. Spring shown by greg. Caddisfly fou here. Flow is strong a cold. Vegetation is moss, lots of tree branches down. Infinity pool looking. Filter very clean. Lots of bright green vegetation. Riparian in nature.",6521.6,S,1,-10.9,SW,West,Palmer Region,39,1,Qhpc,Pyroclastic flow and debris-flow deposits,Late High Cascade Volcanics,Mt. Hood Volcano,Quaternary,intermediate composition lithologies,
4,Elizabeth Spring 1,Piegan Spring,8/7/17,JM1725_Elizabeth_Spring,,1,0.99,GNP,Spring,48.70314771,-113.6939869,2368.3,0.5,586.4,75.6,10.92,19.4,10.4,12.35,7.32,189.9,11,0.26,13,0.018,2.19,0,0.19,0.046,0.004,,,0.82,0.018,0.011,0.03,-15.7,6.6,0.07,0.45,0.96,0.19,20,0.006,1.97,13,-135,0.42,-18.21,0.16,"Another spring, but closer to lunch creek. Massive emergence. Flowing out from layered stromatelite a limestone/dolostone bedding. Emergence is large enough for me to crawl into. Water is cold a there is vegetation like mosses growing within the karst like emergence/tunnel. Same flowers as last spring. Gnats flying arou. Rare bird that is going extinct was seen. Saw a grou squirrel too. YSI downstream is essentially the same. Fou an ooid rock sample within the karst emergence.",,,1,-16,,,Piegan Region,92,1,Ysn,Snowslip Formation,Belt Supergroup,Middle Proterozoic,Middle Proterozoic,Middle Proterozoic,"at type section at Snowslip Mountain in southern part of park, the Snowslip is informally subdivided into six members designated 1 through 6 in ascending order; members are not mapped separately but can be recognized in exposures throughout park"
35,Palmer Seep 1,Palmer Seep,7/27/17,JM1731_Palmer_Seep,,1,0.47,MH,Spring,45.33579912,-121.7067202,1859.89,3.7,623.8,80.2,10.49,49.7,29.4,32.5,6.41,223,14,0.54,17,0.008,2.5,0,0.46,8.14,0.001,,,0.49,0.017,,,-8.1,6.7,0.9,8.83,18.9,6.16,53,0.016,1.54,47,-89.1,0.08,-12.74,0.01,"Fou a lot of greeen patches down slope from Palmer glacier on sat imagery. Upon investigation they do not have springs here. We sampled one that emerged from below a ridge of a moraine. It emerges from beneath a rock a then goes back uer the rock a emerges a bit downslope. There is a cement pool to catch all of this water. At the weir of this pool. There are strong trees/bushes here at the emergence, while next to the emergence there are no trees or vegetation like this. Just small flowers very close to the grou. There are snow patches arou but this spring is above them. They're in the valley a creating a small creek. ",4284.3,S,1,-13.2,SW,West,Palmer Region,35,1,Qhtc,Pyroclastic flow and debris-flow deposits,Late High Cascade Volcanics,Mt. Hood Volcano,Quaternary,intermediate composition lithologies,
35,Palmer Seep 2,Palmer Seep,7/27/17,JM1750_Palmer_Seep,,2,0.47,MH,Spring,45.33579912,-121.7067202,1859.89,3.7,623.8,80.2,10.49,49.7,29.4,32.5,6.41,223,14,0.54,17,0.008,2.5,0,0.46,8.14,0.001,,,0.49,0.017,,,-8.1,6.7,0.9,8.83,18.9,6.16,53,0.016,1.54,47,-89.1,0.08,-12.74,0.01,"Fou a lot of greeen patches down slope from Palmer glacier on sat imagery. Upon investigation they do not have springs here. We sampled one that emerged from below a ridge of a moraine. It emerges from beneath a rock a then goes back uer the rock a emerges a bit downslope. There is a cement pool to catch all of this water. At the weir of this pool. There are strong trees/bushes here at the emergence, while next to the emergence there are no trees or vegetation like this. Just small flowers very close to the grou. There are snow patches arou but this spring is above them. They're in the valley a creating a small creek. ",4284.3,S,1,-13.2,SW,West,Palmer Region,35,1,Qhtc,Pyroclastic flow and debris-flow deposits,Late High Cascade Volcanics,Mt. Hood Volcano,Quaternary,intermediate composition lithologies,
40,Zigzag Spring,Zigzag Spring,7/29/17,JM1727_Zigzag_Spring,JM1727_Zigzag_Spring,0,0.34,MH,Spring,45.3457741,-121.7390436,1571.55,3.3,644.3,84.6,11.29,29.7,17.3,19.5,6.78,243.6,13,0.34,16,0.009,1.75,0,0.26,0.72,0.012,,,0.64,0.015,,0.036,-11.91,6.8,0.59,11.5,24.6,2.52,29,0.009,2.36,41,-86.3,,-12.38,0.1,Discharge done 2 m from source where the stream channelized. Hiked to zigzag canyon. Back where it gets tighter the flow channelizes a bit more. There are many seeps in the walls of the canyon. Two larger seeps/spring pop out at higher elevation on the western wall. On the eastern wall there is exposed rock with water flowing from the fractures. There is a spring discharging above this from a good emergence. There are lots of flowers surrouing the emergence too. Small gnats a flies a dragonflies. Below this spring is a conceptual model of small scale scale model of what I think may be happening on a larger scale in some locations.,4575.8,S,1,-17.2,SW,West,Zigzag Region,40,1,Qhpc,Pyroclastic flow and debris-flow deposits,Late High Cascade Volcanics,Mt. Hood Volcano,Quaternary,intermediate composition lithologies,
4,Elizabeth Spring 2,Piegan Spring,8/7/17,JM1755_Elizabeth_Spring,,2,0.99,GNP,Spring,48.70314771,-113.6939869,2368.3,0.5,586.4,75.6,10.92,19.4,10.4,12.35,7.32,189.9,11,0.26,13,0.018,2.19,0,0.19,0.046,0.004,,,0.82,0.018,0.011,0.03,-15.7,6.6,0.07,0.45,0.96,0.19,20,0.006,1.97,13,-135,0.42,-18.21,0.16,"Another spring, but closer to lunch creek. Massive emergence. Flowing out from layered stromatelite a limestone/dolostone bedding. Emergence is large enough for me to crawl into. Water is cold a there is vegetation like mosses growing within the karst like emergence/tunnel. Same flowers as last spring. Gnats flying arou. Rare bird that is going extinct was seen. Saw a grou squirrel too. YSI downstream is essentially the same. Fou an ooid rock sample within the karst emergence.",,,1,-16,,,Piegan Region,92,1,Ysn,Snowslip Formation,Belt Supergroup,Middle Proterozoic,Middle Proterozoic,Middle Proterozoic,"at type section at Snowslip Mountain in southern part of park, the Snowslip is informally subdivided into six members designated 1 through 6 in ascending order; members are not mapped separately but can be recognized in exposures throughout park"
37,Sandy Canyon Trib,Sandy Canyon Spring,7/27/17,JM1735_Sand_Canyon_Trib,,0,0.36,MH,Spring,45.31767531,-121.7549647,1272.54,4.1,668.1,64.1,8.23,26.9,15.5,17.55,8.45,161.8,11,0.27,13,0.016,1.49,0,0.19,0.806,0.006,,,0.21,0.016,0.012,0.049,-16.59,6.5,0.23,7.69,16.5,2.15,21,0.019,1.27,29,-84.9,,-12.04,0.44,"Tried to fi the source of sa canyon given by Greg, but only fou the main stream of sa canyon. Instead we back tracked a fou a spring emerging in a drainage to the east of that one. Zach did discharge right before the pool. Lots of yellow jackets.",7745.1,S,1,,SW,West,Palmer Region,37,1,Qhtc,Pyroclastic flow and debris-flow deposits,Late High Cascade Volcanics,Mt. Hood Volcano,Quaternary,intermediate composition lithologies,
4,Elizabeth Spring 3,Piegan Spring,8/7/17,JM1761_Elizabeth_Spring,,3,0.99,GNP,Spring,48.70314771,-113.6939869,2368.3,0.5,586.4,75.6,10.92,19.4,10.4,12.35,7.32,189.9,11,0.26,13,0.018,2.19,0,0.19,0.046,0.004,,,0.82,0.018,0.011,0.03,-15.7,6.6,0.07,0.45,0.96,0.19,20,0.006,1.97,13,-135,0.42,-18.21,0.16,"Another spring, but closer to lunch creek. Massive emergence. Flowing out from layered stromatelite a limestone/dolostone bedding. Emergence is large enough for me to crawl into. Water is cold a there is vegetation like mosses growing within the karst like emergence/tunnel. Same flowers as last spring. Gnats flying arou. Rare bird that is going extinct was seen. Saw a grou squirrel too. YSI downstream is essentially the same. Fou an ooid rock sample within the karst emergence.",,,1,-16,,,Piegan Region,92,1,Ysn,Snowslip Formation,Belt Supergroup,Middle Proterozoic,Middle Proterozoic,Middle Proterozoic,"at type section at Snowslip Mountain in southern part of park, the Snowslip is informally subdivided into six members designated 1 through 6 in ascending order; members are not mapped separately but can be recognized in exposures throughout park"
16,Mountain Goat Spring 1,Mountain Goat Spring,8/7/17,JM175_Mtn_Goat,JM175_Mtn_Goat,1,0.84,GNP,Spring,48.70084077,-113.6910636,2268.32,0.4,593.4,76.6,11.06,8.1,4.3,5.2,7.21,151.9,8,0.17,10,0.011,1.02,0,0.07,0.039,0.003,,,0.25,0.021,0.016,0.024,-40.16,7,0.02,0.08,0.17,0.03,9,0.002,0.433,7,-129.3,0.09,-17.4,0.07,"Hiked up lunch creek a then traversed across the topo line. Huge spring coming out of a rock face/cliff. Massive flow. Limestone rock here. Elizabeth Garrits helped us get here. Above tree line. Small brush here a there. Shrubby cinfoil (yellow), aster (purple), fire weed, sulfur buck wheat (yellow)",,,1,-15.9,,,Piegan Region,104,1,Ysn,Snowslip Formation,Belt Supergroup,Middle Proterozoic,Middle Proterozoic,Middle Proterozoic,"at type section at Snowslip Mountain in southern part of park, the Snowslip is informally subdivided into six members designated 1 through 6 in ascending order; members are not mapped separately but can be recognized in exposures throughout park"
28,James Spring 1,James Spring,7/25/17,JM1722_James_Spring,JM1722_James_Spring,1,0.04,MH,Spring,45.33993416,-121.9403534,547.73,10.7,725.9,87.3,9.67,23.9,17.4,15.6,6.91,221.2,12,0.29,14,0.011,1.54,0,0.21,1.56,0.006,,,0.34,0.011,0.01,0.039,-16.58,6.5,0.41,6.76,14.5,2.11,22,0.018,0.276,28,-68.9,,-9.9,0.11,,19508.7,S,1,,SW,West,Outlier,28,1,Trh,Rhododendron Formation,Late Western Cascade Volcanics,Rhododendron Formation,Miocene,mudflow breccia,
25,Grinnell Glacier Glacier Ice,Grinnell Glacier Compact Snow,7/27/18,,,,0.08,GNP,Snow,48.75277195,-113.7247932,1979.98,,,,,,,,,,30,0.64,37,,6.18,,0.51,0.04,,25.5,,2.45,,,,-10.55,7.4,0.07,0.156,0.33,,50,0.003,,29,-112.23,0.23,-15.37,0.09,,,,0,,,,Snow,114,1,Yh,Snow,Belt Supergroup,Middle Proterozoic,Middle Proterozoic,Middle Proterozoic,"thickness ranges from 750 m in most of park to a maximum of about 1,030 m in southwestern part; generally subdivisible into three parts at most exposures in park"
26,Grinnell Glacier Possible Firn,Grinnell Glacier Possible Firn,7/27/18,,,,1,GNP,Glacial Ice,48.75270905,-113.7247898,1979.98,,,,,,,,,,,,,,,,,0.39,,,,,,,,,,,,,,,,,,-136.54,0.26,-18.29,0.11,,,,0,,,,Glacial Ice,115,0,Yh,Glacial Ice,Belt Supergroup,Middle Proterozoic,Middle Proterozoic,Middle Proterozoic,"thickness ranges from 750 m in most of park to a maximum of about 1,030 m in southwestern part; generally subdivisible into three parts at most exposures in park"
28,Grinnell Glacier Surface Snow,Grinnell Glacier Surface Snow,7/27/18,,,,0.25,GNP,Snow,48.75299722,-113.7251592,1976.93,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,-118.68,0.46,-15.53,0.07,"Collected possible firn (2 bags), snowpack (2 bags) fresh, a glacial ice (3 bags). There is definitely more snowpack present this year than last, but the snowfield we had to cross was not there to get to the crevasses/glacial ice. We were able to hike far out onto the rubble covered ice. We saw the bones from last year too on the rock on top of the glacier.",,,0,,,,Snow,117,0,Yh,Snow,Belt Supergroup,Middle Proterozoic,Middle Proterozoic,Middle Proterozoic,"thickness ranges from 750 m in most of park to a maximum of about 1,030 m in southwestern part; generally subdivisible into three parts at most exposures in park"
44,Grinnell Glacier Surface Snow,Grinnell Glacier Surface Snow,7/27/18,,,,0.1,GNP,Snow,48.75299722,-113.7251592,1976.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-118.68,0.46,-15.53,0.07,"Collected possible firn (2 bags), snowpack (2 bags) fresh, a glacial ice (3 bags). There is definitely more snowpack present this year than last, but the snowfield we had to cross was not there to get to the crevasses/glacial ice. We were able to hike far out onto the rubble covered ice. We saw the bones from last year too on the rock on top of the glacier.",,,0,,,,Snow,133,0,Yh,Snow,Belt Supergroup,Middle Proterozoic,Middle Proterozoic,Middle Proterozoic,"thickness ranges from 750 m in most of park to a maximum of about 1,030 m in southwestern part; generally subdivisible into three parts at most exposures in park"
6,Grinnell Ice Core,Grinnell Ice Core,8/8/17,,,,0.94,GNP,Glacial Ice,48.7529982,-113.7247374,1924.51,,,,,,,,,,5,0.12,6,0.002,0.47,0,0.05,0.39,0.036,,,0.08,0.015,0.01,0.037,-45.02,6,0.11,0,0.01,0.29,5,0,0.042,5,-134.4,0.33,-17.85,0.35,Collected 2 gal ziplocks. Filtered when got back to car.,,,0,-21.3,,,Glacial Ice,94,1,Yh,Glacial Ice,Belt Supergroup,Middle Proterozoic,Middle Proterozoic,Middle Proterozoic,"thickness ranges from 750 m in most of park to a maximum of about 1,030 m in southwestern part; generally subdivisible into three parts at most exposures in park"
NA,Grinnell Red Algae,Grinnell Red Algae,8/8/17,,,,NA,GNP,Snow Algae,48.75361627,-113.7252335,1970.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Snow Algae,111,0,Yh,Snow Algae,Belt Supergroup,Middle Proterozoic,Middle Proterozoic,Middle Proterozoic,"thickness ranges from 750 m in most of park to a maximum of about 1,030 m in southwestern part; generally subdivisible into three parts at most exposures in park"
